name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183110 640874000   0.404728 0.530899 1.19819
anonymous:0 1603183110 650781000   0.400879 0.533118 1.20155
anonymous:0 1603183110 661075000   0.397025 0.535352 1.20487
anonymous:0 1603183110 670944000   0.392974 0.537682 1.20805
anonymous:0 1603183110 681238000   0.388914 0.540168 1.21129
anonymous:0 1603183110 690769000   0.384973 0.542482 1.21478
anonymous:0 1603183110 700970000   0.381368 0.544947 1.21807
anonymous:0 1603183110 711430000   0.377232 0.547269 1.22155
anonymous:0 1603183110 720910000   0.373225 0.549834 1.22474
anonymous:0 1603183110 730983000   0.369017 0.552287 1.22829
anonymous:0 1603183110 741019000   0.365069 0.554916 1.2317
anonymous:0 1603183110 750786000   0.360699 0.557327 1.23521
anonymous:0 1603183110 760671000   0.356598 0.559775 1.23893
anonymous:0 1603183110 770753000   0.351876 0.562122 1.24237
anonymous:0 1603183110 781135000   0.347177 0.564367 1.24605
anonymous:0 1603183110 791105000   0.342406 0.566886 1.24959
anonymous:0 1603183110 800931000   0.337551 0.569575 1.25296
anonymous:0 1603183110 811291000   0.332859 0.572589 1.25645
anonymous:0 1603183110 821157000   0.328321 0.575688 1.25967
anonymous:0 1603183110 831102000   0.323824 0.578845 1.26285
anonymous:0 1603183110 840788000   0.31938 0.581889 1.26581
anonymous:0 1603183110 850302000   0.314532 0.58529 1.26899
anonymous:0 1603183110 870880000   0.305858 0.592276 1.27488
anonymous:0 1603183110 881205000   0.301584 0.59577 1.27757
anonymous:0 1603183110 890753000   0.297281 0.5996 1.28014
anonymous:0 1603183110 900528000   0.292987 0.603441 1.28256
anonymous:0 1603183110 911110000   0.288914 0.607264 1.28506
anonymous:0 1603183110 920384000   0.285173 0.611214 1.28756
anonymous:0 1603183110 930226000   0.281376 0.615106 1.29003
anonymous:0 1603183110 939400000   0.277564 0.61896 1.2924
anonymous:0 1603183110 949450000   0.273197 0.623243 1.2947
anonymous:0 1603183110 959283000   0.269042 0.627543 1.29724
anonymous:0 1603183110 969904000   0.265235 0.631531 1.29951
anonymous:0 1603183110 980166000   0.260954 0.63565 1.30163
anonymous:0 1603183110 990319000   0.256684 0.639705 1.30385
anonymous:0 1603183111 219000   0.252004 0.643906 1.30598
anonymous:0 1603183111 10648000   0.247545 0.647867 1.30832
anonymous:0 1603183111 20571000   0.242181 0.651895 1.3094
anonymous:0 1603183111 30670000   0.238011 0.655744 1.31171
anonymous:0 1603183111 40746000   0.232514 0.659883 1.31344
anonymous:0 1603183111 50483000   0.227724 0.66371 1.31498
anonymous:0 1603183111 60697000   0.22256 0.667325 1.31651
anonymous:0 1603183111 70954000   0.216605 0.671257 1.31777
anonymous:0 1603183111 81352000   0.211014 0.675002 1.31878
anonymous:0 1603183111 90901000   0.205828 0.678687 1.31978
anonymous:0 1603183111 100957000   0.199973 0.682983 1.31993
anonymous:0 1603183111 110456000   0.195118 0.686966 1.3208
anonymous:0 1603183111 120783000   0.190178 0.690937 1.32133
anonymous:0 1603183111 130943000   0.185186 0.694755 1.3214
anonymous:0 1603183111 140974000   0.180498 0.698326 1.32152
anonymous:0 1603183111 150760000   0.175409 0.701971 1.3209
anonymous:0 1603183111 160609000   0.171076 0.705095 1.32078
anonymous:0 1603183111 170815000   0.166622 0.708143 1.3199
anonymous:0 1603183111 181131000   0.16202 0.711242 1.3191
anonymous:0 1603183111 190435000   0.157502 0.714234 1.31767
anonymous:0 1603183111 200722000   0.153576 0.717222 1.31632
anonymous:0 1603183111 210935000   0.149336 0.720221 1.31464
anonymous:0 1603183111 221064000   0.145999 0.723136 1.31267
anonymous:0 1603183111 231007000   0.142155 0.726327 1.31099
anonymous:0 1603183111 241148000   0.138373 0.729346 1.30898
anonymous:0 1603183111 250921000   0.134731 0.732018 1.30618
anonymous:0 1603183111 260935000   0.131138 0.735003 1.30373
anonymous:0 1603183111 270835000   0.127652 0.737679 1.30113
anonymous:0 1603183111 280892000   0.124458 0.740241 1.29812
anonymous:0 1603183111 291047000   0.120851 0.74319 1.29532
anonymous:0 1603183111 300933000   0.1177 0.745895 1.29198
anonymous:0 1603183111 311208000   0.114109 0.748744 1.28875
anonymous:0 1603183111 320766000   0.111095 0.751556 1.28546
anonymous:0 1603183111 330897000   0.107676 0.754474 1.28174
anonymous:0 1603183111 340975000   0.104652 0.757357 1.2783
anonymous:0 1603183111 350753000   0.101955 0.760234 1.27453
anonymous:0 1603183111 360864000   0.0980078 0.763572 1.27041
anonymous:0 1603183111 371112000   0.095893 0.7662 1.26637
anonymous:0 1603183111 381449000   0.0919819 0.769562 1.26215
anonymous:0 1603183111 390799000   0.0895993 0.772276 1.25773
anonymous:0 1603183111 401336000   0.0861428 0.775434 1.25326
anonymous:0 1603183111 411134000   0.0831273 0.778295 1.24901
anonymous:0 1603183111 421313000   0.0789679 0.781562 1.24376
anonymous:0 1603183111 431121000   0.0763653 0.784082 1.23958
anonymous:0 1603183111 440855000   0.0734687 0.786837 1.2351
anonymous:0 1603183111 451007000   0.0701155 0.789853 1.23046
anonymous:0 1603183111 460812000   0.0669356 0.792672 1.22587
anonymous:0 1603183111 471146000   0.0635221 0.795783 1.22135
anonymous:0 1603183111 481149000   0.0599525 0.798848 1.2164
anonymous:0 1603183111 491080000   0.0567713 0.801959 1.21201
anonymous:0 1603183111 501055000   0.0533276 0.805001 1.20719
anonymous:0 1603183111 511079000   0.0495101 0.808242 1.20262
anonymous:0 1603183111 520854000   0.0455238 0.811483 1.19789
anonymous:0 1603183111 531119000   0.0417566 0.814623 1.19319
anonymous:0 1603183111 540994000   0.0372826 0.818128 1.18872
anonymous:0 1603183111 551034000   0.031468 0.821876 1.18311
anonymous:0 1603183111 560838000   0.0281509 0.824988 1.17912
anonymous:0 1603183111 570953000   0.0231053 0.828351 1.17422
anonymous:0 1603183111 581309000   0.0179868 0.831868 1.1697
anonymous:0 1603183111 590980000   0.0128772 0.835379 1.165
anonymous:0 1603183111 601307000   0.00782524 0.838797 1.16049
anonymous:0 1603183111 611219000   0.00243437 0.842333 1.15598
anonymous:0 1603183111 621051000   -0.00351635 0.845947 1.15143
anonymous:0 1603183111 630502000   -0.00886816 0.849688 1.14704
anonymous:0 1603183111 640334000   -0.0149518 0.853238 1.14266
anonymous:0 1603183111 650725000   -0.020535 0.857138 1.13823
anonymous:0 1603183111 661054000   -0.0268586 0.860777 1.13389
anonymous:0 1603183111 670799000   -0.0325413 0.864604 1.12981
anonymous:0 1603183111 680973000   -0.0388278 0.868556 1.12588
anonymous:0 1603183111 690888000   -0.0448951 0.872337 1.12165
anonymous:0 1603183111 700895000   -0.0511846 0.87611 1.11797
anonymous:0 1603183111 711165000   -0.0574165 0.880113 1.11413
anonymous:0 1603183111 720847000   -0.0637584 0.883795 1.11051
anonymous:0 1603183111 730993000   -0.0699781 0.887737 1.10712
anonymous:0 1603183111 741160000   -0.0762783 0.89158 1.10367
anonymous:0 1603183111 750912000   -0.0827564 0.895301 1.1003
anonymous:0 1603183111 760717000   -0.0891373 0.899104 1.09713
anonymous:0 1603183111 770936000   -0.0958211 0.902743 1.09384
anonymous:0 1603183111 781172000   -0.10182 0.906544 1.09101
anonymous:0 1603183111 791187000   -0.108427 0.910212 1.08812
anonymous:0 1603183111 801117000   -0.114785 0.913956 1.08524
anonymous:0 1603183111 810786000   -0.121574 0.917675 1.08236
anonymous:0 1603183111 820858000   -0.127931 0.921455 1.07967
anonymous:0 1603183111 831120000   -0.134288 0.925116 1.07711
anonymous:0 1603183111 840912000   -0.141008 0.928629 1.07446
anonymous:0 1603183111 850843000   -0.147018 0.932477 1.07207
anonymous:0 1603183111 860814000   -0.153405 0.936131 1.06948
anonymous:0 1603183111 871056000   -0.159381 0.939669 1.06727
anonymous:0 1603183111 881233000   -0.165881 0.943193 1.06502
anonymous:0 1603183111 890514000   -0.172144 0.946828 1.06252
anonymous:0 1603183111 900773000   -0.178475 0.950286 1.06022
anonymous:0 1603183111 911068000   -0.184261 0.95382 1.05823
anonymous:0 1603183111 920875000   -0.190074 0.957137 1.05601
anonymous:0 1603183111 930784000   -0.195928 0.960794 1.05385
anonymous:0 1603183111 941125000   -0.201776 0.96416 1.05164
anonymous:0 1603183111 950998000   -0.207212 0.967787 1.04958
anonymous:0 1603183111 960742000   -0.212811 0.971191 1.04783
anonymous:0 1603183111 971230000   -0.218219 0.974713 1.0458
anonymous:0 1603183111 981473000   -0.214579 0.977774 1.04703
anonymous:0 1603183111 990262000   -0.22868 0.981505 1.04171
anonymous:0 1603183111 999919000   -0.233849 0.984833 1.03966
anonymous:0 1603183112 9750000   -0.239044 0.988081 1.0376
anonymous:0 1603183112 19487000   -0.243993 0.991664 1.03611
anonymous:0 1603183112 29589000   -0.248908 0.995043 1.03431
anonymous:0 1603183112 39205000   -0.253868 0.998677 1.03232
anonymous:0 1603183112 48549000   -0.258596 1.00232 1.03049
anonymous:0 1603183112 58760000   -0.263361 1.00572 1.02853
anonymous:0 1603183112 69610000   -0.267541 1.00942 1.0265
anonymous:0 1603183112 80321000   -0.271603 1.01303 1.02438
anonymous:0 1603183112 89914000   -0.275557 1.01673 1.02243
anonymous:0 1603183112 100277000   -0.27956 1.0205 1.02042
anonymous:0 1603183112 110453000   -0.283205 1.02434 1.01806
anonymous:0 1603183112 120337000   -0.286154 1.02835 1.01561
anonymous:0 1603183112 130608000   -0.289214 1.03241 1.0129
anonymous:0 1603183112 140730000   -0.291567 1.03636 1.01053
anonymous:0 1603183112 151009000   -0.294053 1.04039 1.00798
anonymous:0 1603183112 160752000   -0.296639 1.04463 1.00503
anonymous:0 1603183112 170854000   -0.298813 1.04891 1.00212
anonymous:0 1603183112 181546000   -0.300615 1.05327 0.999221
anonymous:0 1603183112 190462000   -0.293696 1.05715 0.999145
anonymous:0 1603183112 200710000   -0.304153 1.06219 0.992521
anonymous:0 1603183112 211130000   -0.305652 1.06673 0.989537
anonymous:0 1603183112 220778000   -0.307151 1.07136 0.986092
anonymous:0 1603183112 230768000   -0.308848 1.07599 0.982495
anonymous:0 1603183112 239898000   -0.310276 1.08064 0.979322
anonymous:0 1603183112 249451000   -0.311722 1.08544 0.975892
anonymous:0 1603183112 259148000   -0.313305 1.0902 0.972193
anonymous:0 1603183112 269336000   -0.314478 1.09511 0.968895
anonymous:0 1603183112 279236000   -0.315851 1.10015 0.965609
anonymous:0 1603183112 288953000   -0.317387 1.10488 0.962209
anonymous:0 1603183112 299096000   -0.318693 1.10967 0.959097
anonymous:0 1603183112 308937000   -0.320135 1.11418 0.955858
anonymous:0 1603183112 318869000   -0.321934 1.1187 0.952849
anonymous:0 1603183112 328925000   -0.314393 1.1229 0.953022
anonymous:0 1603183112 340357000   -0.324916 1.12829 0.947076
anonymous:0 1603183112 350005000   -0.326467 1.13274 0.944701
anonymous:0 1603183112 360548000   -0.328379 1.13723 0.942441
anonymous:0 1603183112 370162000   -0.330228 1.14139 0.940384
anonymous:0 1603183112 380485000   -0.332297 1.14562 0.938546
anonymous:0 1603183112 390380000   -0.334246 1.14961 0.936934
anonymous:0 1603183112 400517000   -0.336625 1.15354 0.935586
anonymous:0 1603183112 410756000   -0.339027 1.15723 0.93433
anonymous:0 1603183112 420569000   -0.341685 1.16097 0.933488
anonymous:0 1603183112 430712000   -0.344539 1.16452 0.932668
anonymous:0 1603183112 440469000   -0.347186 1.16772 0.932137
anonymous:0 1603183112 450303000   -0.350393 1.17106 0.932008
anonymous:0 1603183112 460733000   -0.353883 1.17431 0.931911
anonymous:0 1603183112 470826000   -0.357051 1.17715 0.931872
anonymous:0 1603183112 481230000   -0.360524 1.17987 0.932215
anonymous:0 1603183112 490857000   -0.364509 1.18242 0.932866
anonymous:0 1603183112 501277000   -0.368251 1.18489 0.933854
anonymous:0 1603183112 511118000   -0.371974 1.18719 0.934888
anonymous:0 1603183112 521207000   -0.375948 1.18919 0.936065
anonymous:0 1603183112 530982000   -0.380044 1.19114 0.937447
anonymous:0 1603183112 540984000   -0.384053 1.19296 0.939044
anonymous:0 1603183112 551068000   -0.388317 1.19458 0.941054
anonymous:0 1603183112 560399000   -0.392662 1.19614 0.943231
anonymous:0 1603183112 570587000   -0.397115 1.19723 0.945096
anonymous:0 1603183112 581233000   -0.4011 1.19848 0.947354
anonymous:0 1603183112 590636000   -0.405248 1.19912 0.94997
anonymous:0 1603183112 600851000   -0.40929 1.19969 0.952554
anonymous:0 1603183112 610797000   -0.413422 1.20014 0.955559
anonymous:0 1603183112 620781000   -0.417808 1.2008 0.958538
anonymous:0 1603183112 631228000   -0.422464 1.20077 0.961449
anonymous:0 1603183112 640611000   -0.426605 1.20138 0.96436
anonymous:0 1603183112 650861000   -0.422149 1.20038 0.970003
anonymous:0 1603183112 661207000   -0.433417 1.20022 0.970762
anonymous:0 1603183112 671227000   -0.438885 1.20072 0.973652
anonymous:0 1603183112 681546000   -0.435492 1.19996 0.980095
anonymous:0 1603183112 690773000   -0.446191 1.19935 0.98095
anonymous:0 1603183112 700926000   -0.449943 1.19827 0.984815
anonymous:0 1603183112 711178000   -0.453783 1.19756 0.988494
anonymous:0 1603183112 720904000   -0.45808 1.1966 0.99234
anonymous:0 1603183112 731421000   -0.46218 1.19577 0.996252
anonymous:0 1603183112 740803000   -0.466851 1.19537 0.999537
anonymous:0 1603183112 751096000   -0.469637 1.19321 1.00417
anonymous:0 1603183112 760760000   -0.473711 1.19218 1.00846
anonymous:0 1603183112 770820000   -0.478777 1.19152 1.01242
anonymous:0 1603183112 781322000   -0.481157 1.18876 1.01647
anonymous:0 1603183112 790897000   -0.485064 1.18717 1.02083
anonymous:0 1603183112 800973000   -0.489387 1.18515 1.02551
anonymous:0 1603183112 810901000   -0.493109 1.18358 1.02928
anonymous:0 1603183112 820930000   -0.488995 1.18182 1.03577
anonymous:0 1603183112 831095000   -0.493907 1.18043 1.04008
anonymous:0 1603183112 841068000   -0.503904 1.17763 1.04241
anonymous:0 1603183112 850948000   -0.500081 1.17552 1.04907
anonymous:0 1603183112 860862000   -0.504847 1.17387 1.05352
anonymous:0 1603183112 870966000   -0.508423 1.17142 1.05806
anonymous:0 1603183112 881266000   -0.519232 1.16882 1.05986
anonymous:0 1603183112 890692000   -0.515603 1.16621 1.06716
anonymous:0 1603183112 900803000   -0.52681 1.16374 1.06928
anonymous:0 1603183112 910879000   -0.529677 1.16075 1.07376
anonymous:0 1603183112 920956000   -0.525913 1.15798 1.08124
anonymous:0 1603183112 930705000   -0.529328 1.15495 1.08595
anonymous:0 1603183112 941001000   -0.532491 1.15188 1.09064
anonymous:0 1603183112 951120000   -0.535505 1.14856 1.09546
anonymous:0 1603183112 960655000   -0.538649 1.14515 1.09999
anonymous:0 1603183112 971058000   -0.541465 1.14165 1.10474
anonymous:0 1603183112 981230000   -0.544226 1.13805 1.10936
anonymous:0 1603183112 990516000   -0.547018 1.13415 1.11388
anonymous:0 1603183113 976000   -0.549553 1.13026 1.11824
anonymous:0 1603183113 11281000   -0.552216 1.12617 1.1226
anonymous:0 1603183113 20906000   -0.554744 1.12206 1.12698
anonymous:0 1603183113 31401000   -0.557087 1.11789 1.13116
anonymous:0 1603183113 40762000   -0.55957 1.11363 1.13538
anonymous:0 1603183113 50039000   -0.561754 1.10911 1.13945
anonymous:0 1603183113 59953000   -0.563952 1.10465 1.14341
anonymous:0 1603183113 69342000   -0.565932 1.09995 1.14726
anonymous:0 1603183113 79429000   -0.567791 1.09518 1.15081
anonymous:0 1603183113 89762000   -0.577279 1.08984 1.15086
anonymous:0 1603183113 100465000   -0.571364 1.08489 1.15729
anonymous:0 1603183113 110397000   -0.573145 1.07983 1.16078
anonymous:0 1603183113 120053000   -0.582434 1.07457 1.16105
anonymous:0 1603183113 130329000   -0.575254 1.06923 1.16641
anonymous:0 1603183113 140633000   -0.57741 1.06417 1.17018
anonymous:0 1603183113 150835000   -0.578827 1.05894 1.17321
anonymous:0 1603183113 160536000   -0.580134 1.05355 1.17627
anonymous:0 1603183113 170795000   -0.581327 1.04829 1.17879
anonymous:0 1603183113 181291000   -0.582328 1.04285 1.18144
anonymous:0 1603183113 190354000   -0.583055 1.03734 1.18369
anonymous:0 1603183113 200715000   -0.584139 1.03192 1.18596
anonymous:0 1603183113 210722000   -0.584695 1.02623 1.18789
anonymous:0 1603183113 220423000   -0.585524 1.02102 1.18971
anonymous:0 1603183113 231120000   -0.586286 1.01539 1.1915
anonymous:0 1603183113 240798000   -0.586866 1.00984 1.19274
anonymous:0 1603183113 250853000   -0.58725 1.00423 1.19388
anonymous:0 1603183113 260945000   -0.588092 0.998851 1.19454
anonymous:0 1603183113 271042000   -0.596229 0.992837 1.19135
anonymous:0 1603183113 281902000   -0.596297 0.987055 1.19161
anonymous:0 1603183113 291044000   -0.596716 0.981541 1.19161
anonymous:0 1603183113 301010000   -0.596979 0.975923 1.19131
anonymous:0 1603183113 311080000   -0.596799 0.970239 1.19067
anonymous:0 1603183113 321433000   -0.596635 0.964766 1.18974
anonymous:0 1603183113 331273000   -0.595981 0.958847 1.18806
anonymous:0 1603183113 340981000   -0.594917 0.953065 1.18596
anonymous:0 1603183113 350854000   -0.593254 0.94701 1.18355
anonymous:0 1603183113 360652000   -0.59182 0.940569 1.18084
anonymous:0 1603183113 371037000   -0.589719 0.934496 1.17763
anonymous:0 1603183113 381441000   -0.587681 0.928453 1.17405
anonymous:0 1603183113 390937000   -0.585282 0.922297 1.17045
anonymous:0 1603183113 400779000   -0.582537 0.916112 1.16687
anonymous:0 1603183113 411237000   -0.579682 0.910225 1.16293
anonymous:0 1603183113 420886000   -0.577061 0.904086 1.15931
anonymous:0 1603183113 430931000   -0.574324 0.898254 1.15546
anonymous:0 1603183113 441116000   -0.571252 0.892199 1.15142
anonymous:0 1603183113 451059000   -0.568238 0.885883 1.14764
anonymous:0 1603183113 460933000   -0.565185 0.879797 1.14358
anonymous:0 1603183113 471053000   -0.561986 0.873553 1.13982
anonymous:0 1603183113 481350000   -0.558876 0.867698 1.13579
anonymous:0 1603183113 490984000   -0.555951 0.861887 1.13178
anonymous:0 1603183113 500895000   -0.552634 0.856068 1.12792
anonymous:0 1603183113 511153000   -0.54956 0.850396 1.12404
anonymous:0 1603183113 521074000   -0.546547 0.844766 1.12015
anonymous:0 1603183113 531300000   -0.543156 0.839003 1.11638
anonymous:0 1603183113 541148000   -0.539858 0.833344 1.11248
anonymous:0 1603183113 551032000   -0.536765 0.82779 1.10869
anonymous:0 1603183113 560604000   -0.533307 0.822371 1.10484
anonymous:0 1603183113 570856000   -0.529608 0.816719 1.10125
anonymous:0 1603183113 581127000   -0.526012 0.811121 1.09754
